Policy_ID,Policy_Start_Date,Incident_Date,Customer_Age,Gender,Education,State,Driver_Experience,Previous_Claims,Traffic_Violations,At_Fault,Vehicle_Make,Vehicle_Type,Vehicle_Age,Vehicle_Value,Policy_Type,Annual_Premium,Deductible,Incident_Type,Injury_Severity,Num_Vehicles_Involved,Police_Report_Filed,Witnesses,Claim_Amount,Claim_Status,Processing_Days,Settlement_Amount,Fraud_Flag
POL02642,2018-05-23,2019-05-21,40,Female,Bachelor,Telangana,22,1,0,Yes,BMW,SUV,10,903702,Standard,1042.35,5000,Collision,Minor,4,No,3,315229.76,Pending,36,0.0,0
POL02643,2020-07-05,2020-09-07,38,Male,Master,West Bengal,20,2,0,No,Maruti,Sedan,11,484018,Basic,800.0,1000,Collision,Minor,2,Yes,2,115564.94,Rejected,92,0.0,0
POL02644,2020-04-07,2021-02-16,33,Female,Master,Tamil Nadu,15,0,0,Yes,Hyundai,Van,18,2805978,Comprehensive,890.02,2500,Vandalism,None,2,Yes,5,928890.44,Approved,56,863817.88,0
POL02645,2019-08-28,2020-09-08,26,Female,PhD,Karnataka,8,0,1,No,Maruti,Hatchback,16,882082,Basic,800.0,1000,Collision,Minor,2,No,0,330056.58,Pending,21,0.0,0
POL02646,2022-02-05,2022-12-04,30,Female,PhD,Gujarat,12,0,0,Yes,Tata,SUV,5,1332296,Basic,800.0,1000,Theft,Moderate,2,Yes,0,684349.12,Pending,69,0.0,0
POL02647,2021-12-11,2023-04-05,45,Male,High School,Karnataka,27,2,0,Yes,Honda,Sedan,7,2962176,Basic,1034.29,0,Natural Disaster,None,1,Yes,1,1595511.96,Approved,19,1543543.06,0
POL02648,2018-11-01,2019-06-26,44,Male,Master,Tamil Nadu,26,1,1,No,Maruti,SUV,14,1776532,Comprehensive,1483.75,1000,Collision,Minor,3,Yes,5,586005.8,Rejected,112,0.0,0
POL02649,2020-01-06,2020-09-29,68,Male,Bachelor,Karnataka,50,2,2,Yes,Kia,Sedan,19,859880,Standard,1312.75,1000,Collision,Minor,4,No,3,569950.31,Under Review,30,0.0,0
POL02650,2022-03-01,2023-05-18,69,Male,High School,Gujarat,50,2,0,Yes,Hyundai,Coupe,9,1665270,Standard,1217.94,2500,Theft,Severe,2,No,4,1582006.5,Approved,59,1329415.67,1
POL02651,2018-10-18,2019-02-17,34,Male,High School,Rajasthan,16,0,1,No,Toyota,SUV,14,1114827,Standard,1125.95,5000,Flood,Moderate,2,Yes,3,400938.33,Approved,15,338199.04,0
POL02652,2018-04-12,2018-10-31,55,Female,High School,Maharashtra,37,1,0,No,Tata,Hatchback,11,292608,Standard,934.25,2500,Theft,None,2,Yes,3,277977.6,Approved,42,261107.16,0
POL02653,2021-07-14,2021-10-30,53,Female,Master,West Bengal,35,1,0,No,BMW,Sedan,10,2114723,Standard,1175.65,1000,Theft,Minor,3,No,1,1456834.99,Approved,11,946150.09,0
POL02654,2020-05-16,2020-10-02,18,Non-Binary,Bachelor,Karnataka,0,1,2,No,Tata,SUV,17,2919621,Basic,800.0,1000,Collision,Severe,4,No,5,2091140.43,Approved,45,1701913.81,1
POL02655,2020-08-25,2021-04-28,35,Male,Master,Gujarat,17,2,0,Yes,BMW,Sedan,4,2971332,Comprehensive,1180.92,0,Vandalism,None,3,No,3,1778950.1,Approved,38,1475535.56,0
POL02656,2022-07-04,2023-10-11,68,Male,Bachelor,West Bengal,50,1,1,Yes,Tata,Truck,11,1376353,Basic,1313.92,10000,Collision,Minor,3,Yes,0,340717.71,Approved,36,258627.63,0
POL02657,2020-08-31,2021-09-22,26,Female,Bachelor,Gujarat,8,1,1,No,Kia,Truck,4,1170512,Standard,1081.12,0,Fire,None,2,Yes,4,488541.28,Approved,17,396318.96,0
POL02658,2020-04-21,2020-09-03,30,Male,Bachelor,Delhi,12,1,0,Yes,Hyundai,Sedan,9,1716922,Standard,893.22,1000,Collision,Minor,4,Yes,0,1195539.24,Approved,20,956882.84,0
POL02659,2020-08-19,2020-11-03,57,Male,Bachelor,Rajasthan,39,2,0,Yes,Hyundai,Sedan,13,1248595,Standard,1277.89,2500,Collision,None,2,Yes,3,767205.76,Approved,30,693239.93,0
POL02660,2020-07-30,2021-02-25,72,Female,Bachelor,Maharashtra,50,0,1,No,Honda,Truck,15,2904155,Basic,1055.04,10000,Collision,Severe,3,No,2,264257.54,Rejected,100,0.0,0
POL02661,2022-12-06,2023-03-09,62,Male,High School,Maharashtra,44,0,0,No,Kia,Sedan,4,2783977,Comprehensive,1419.96,1000,Fire,Fatal,1,No,4,239571.11,Rejected,43,0.0,0
POL02662,2020-10-23,2021-07-25,32,Male,Master,West Bengal,14,0,0,No,BMW,Hatchback,10,1300126,Comprehensive,1210.66,1000,Vandalism,Minor,1,Yes,4,854032.02,Pending,112,0.0,0
POL02663,2018-03-26,2018-12-24,60,Female,Bachelor,UP,42,3,0,No,Ford,Hatchback,18,455346,Comprehensive,1046.29,10000,Fire,Minor,3,Yes,1,193326.96,Pending,36,0.0,0
POL02664,2022-12-23,2024-03-18,61,Male,High School,Punjab,43,3,0,Yes,Honda,Sedan,7,1353129,Standard,867.22,2500,Fire,Fatal,2,Yes,1,722719.51,Approved,25,662512.0,0
POL02665,2018-11-24,2019-11-08,63,Female,Master,Punjab,45,0,0,Yes,Ford,Hatchback,18,2756139,Comprehensive,1279.92,2500,Collision,None,2,No,4,2260517.56,Rejected,77,0.0,1
POL02666,2020-03-26,2020-07-20,21,Male,High School,Delhi,3,1,2,Yes,BMW,SUV,19,1776237,Standard,906.14,10000,Hit & Run,Minor,4,Yes,4,274511.57,Pending,101,0.0,0
POL02667,2022-01-13,2022-09-16,50,Female,Bachelor,West Bengal,32,0,0,Yes,Kia,SUV,17,553477,Basic,939.69,2500,Collision,Severe,4,No,5,92469.15,Approved,16,63455.77,0
POL02668,2019-03-30,2019-05-05,41,Male,Bachelor,West Bengal,23,3,0,No,Maruti,SUV,11,1936698,Basic,996.98,0,Collision,Minor,1,No,0,385992.12,Pending,99,0.0,1
POL02669,2019-09-21,2020-07-24,53,Female,High School,Maharashtra,35,0,0,No,Volkswagen,Coupe,12,1641933,Standard,800.0,0,Collision,None,2,No,3,1022946.47,Approved,44,950415.64,0
POL02670,2021-05-29,2022-05-30,68,Male,Bachelor,Punjab,50,1,0,Yes,Hyundai,Sedan,17,578363,Comprehensive,1139.02,2500,Hit & Run,Moderate,3,Yes,4,114601.32,Approved,36,76589.94,0
POL02671,2021-03-23,2021-11-17,58,Female,Bachelor,UP,40,1,1,No,Kia,SUV,14,1702933,Standard,1396.91,1000,Collision,None,2,No,5,810866.36,Under Review,30,0.0,0
POL02672,2019-10-27,2020-05-12,27,Male,Bachelor,Karnataka,9,0,0,No,Tata,Sedan,14,2885806,Comprehensive,905.47,2500,Vandalism,Severe,2,No,2,2169276.3,Pending,26,0.0,1
POL02673,2018-01-12,2019-01-06,53,Male,High School,Karnataka,35,1,0,Yes,Maruti,Coupe,11,1751081,Standard,855.79,2500,Collision,Severe,3,No,3,1327683.84,Rejected,41,0.0,1
POL02674,2021-03-02,2021-08-16,37,Female,Bachelor,Karnataka,19,1,0,Yes,Ford,Sedan,8,2629463,Standard,800.0,2500,Vandalism,Minor,1,No,4,575871.88,Rejected,36,0.0,0
POL02675,2018-10-31,2020-02-13,58,Male,High School,Gujarat,40,2,0,Yes,Mahindra,Truck,18,1595446,Third-Party,998.37,0,Collision,None,3,Yes,5,1215580.59,Approved,57,1196963.21,0
POL02676,2021-08-09,2022-10-03,62,Male,PhD,UP,44,0,1,Yes,Volkswagen,Hatchback,11,2319840,Standard,1199.27,5000,Vandalism,Fatal,2,No,1,2062172.65,Under Review,75,0.0,1
POL02677,2020-09-01,2021-10-16,61,Male,High School,Tamil Nadu,43,0,1,No,Maruti,Coupe,4,195423,Comprehensive,1533.2,10000,Collision,Severe,3,No,1,185651.85,Rejected,117,0.0,1
POL02678,2021-08-16,2022-07-17,28,Male,Bachelor,Tamil Nadu,10,0,1,No,Tata,Hatchback,19,2734917,Basic,800.0,1000,Collision,None,4,Yes,1,2096309.08,Under Review,99,0.0,1
POL02679,2022-10-30,2023-07-16,29,Male,Master,Telangana,11,0,0,Yes,Maruti,Hatchback,9,598464,Basic,921.99,1000,Theft,Minor,4,Yes,2,295395.21,Rejected,101,0.0,0
POL02680,2020-02-22,2021-01-24,35,Male,Master,Punjab,17,3,0,Yes,Volkswagen,Truck,6,320124,Standard,1162.77,5000,Collision,None,4,Yes,0,184612.86,Approved,37,183425.34,0
POL02681,2018-02-12,2018-08-21,47,Male,Master,Telangana,29,1,0,Yes,BMW,Hatchback,10,481299,Third-Party,800.0,1000,Collision,None,4,No,3,187076.03,Rejected,49,0.0,0
POL02682,2020-08-01,2020-08-31,61,Female,PhD,UP,43,1,0,No,Volkswagen,Coupe,7,2383577,Standard,1106.77,2500,Collision,Minor,3,Yes,0,649134.32,Approved,38,530192.68,0
POL02683,2018-12-09,2019-08-31,65,Male,Bachelor,Punjab,47,0,1,No,Mahindra,Sedan,6,2925302,Comprehensive,1129.37,2500,Theft,Moderate,1,Yes,0,2049411.87,Pending,44,0.0,1
POL02684,2021-09-11,2022-12-21,54,Male,Bachelor,Tamil Nadu,36,0,0,No,Mahindra,SUV,15,102027,Third-Party,1088.86,5000,Collision,None,1,Yes,0,83634.12,Pending,99,0.0,1
POL02685,2019-05-13,2019-12-16,37,Female,High School,West Bengal,19,1,1,No,Tata,Truck,15,1279379,Third-Party,876.62,1000,Hit & Run,None,4,Yes,1,1045379.59,Approved,47,825273.83,0
POL02686,2018-12-30,2020-03-21,42,Female,High School,Punjab,24,0,0,No,Honda,Coupe,13,2122735,Third-Party,800.0,2500,Flood,Severe,2,No,3,323861.72,Approved,46,286320.53,0
POL02687,2020-06-09,2020-07-12,29,Male,Bachelor,Delhi,11,2,0,Yes,Maruti,Coupe,14,119108,Comprehensive,1209.55,1000,Collision,Minor,3,Yes,1,18093.97,Under Review,41,0.0,0
POL02688,2019-03-03,2020-05-06,38,Male,High School,Delhi,20,1,0,Yes,Ford,Hatchback,19,2697505,Basic,800.0,1000,Collision,Minor,2,No,0,2118843.39,Rejected,75,0.0,1
POL02689,2020-10-01,2021-03-11,42,Female,Master,UP,24,1,0,No,Tata,Convertible,8,2821791,Third-Party,800.0,0,Hit & Run,Severe,4,Yes,5,1575627.28,Approved,15,1335081.57,0
POL02690,2018-01-21,2019-04-22,28,Male,High School,Telangana,10,1,0,No,BMW,Sedan,15,799400,Third-Party,800.0,1000,Collision,None,3,No,5,487749.41,Pending,91,0.0,0
POL02691,2019-02-11,2019-10-16,26,Male,Bachelor,Tamil Nadu,8,1,0,No,BMW,Sedan,15,2616641,Comprehensive,1005.12,1000,Theft,Moderate,4,No,4,1903487.93,Pending,23,0.0,1
POL02692,2019-09-11,2020-06-26,67,Male,Bachelor,Tamil Nadu,49,1,0,Yes,Honda,Sedan,4,2867471,Basic,924.8,2500,Fire,Minor,3,Yes,2,700679.04,Pending,79,0.0,0
POL02693,2020-10-11,2020-11-10,42,Female,Bachelor,Maharashtra,24,0,1,No,Maruti,Convertible,2,1066271,Standard,1015.68,5000,Collision,Moderate,4,No,5,438846.52,Approved,22,317717.01,0
POL02694,2018-12-02,2019-03-12,52,Male,Master,Maharashtra,34,0,0,Yes,Maruti,SUV,12,2632869,Standard,1212.69,2500,Flood,Moderate,1,Yes,5,845793.32,Approved,45,758605.48,0
POL02695,2021-02-14,2021-09-09,69,Female,PhD,Delhi,50,1,0,No,Toyota,Truck,7,2336075,Standard,1079.73,0,Natural Disaster,Moderate,3,No,5,1885230.61,Rejected,62,0.0,1
POL02696,2021-02-21,2022-06-22,49,Female,Master,UP,31,1,1,Yes,Tata,Sedan,16,2038247,Comprehensive,800.0,5000,Natural Disaster,Severe,1,Yes,2,418841.67,Under Review,25,0.0,0
POL02697,2019-02-03,2019-09-09,66,Male,Bachelor,Telangana,48,0,1,No,Ford,SUV,4,1026155,Comprehensive,1858.46,2500,Natural Disaster,Minor,4,Yes,5,864560.39,Rejected,27,0.0,1
POL02698,2020-03-03,2021-01-17,31,Female,Master,Tamil Nadu,13,2,1,No,Toyota,Hatchback,5,2918221,Comprehensive,1155.54,10000,Collision,Minor,3,No,0,2260625.41,Rejected,11,0.0,1
POL02699,2019-12-16,2020-01-22,18,Male,High School,Karnataka,0,0,2,Yes,Volkswagen,SUV,1,2977166,Standard,1312.09,2500,Vandalism,None,2,Yes,1,1505697.39,Approved,38,1094875.61,0
POL02700,2018-02-20,2018-11-29,34,Female,Master,Rajasthan,16,1,0,Yes,Toyota,Sedan,13,151237,Standard,1018.53,2500,Natural Disaster,None,2,No,3,56528.64,Pending,54,0.0,0
POL02701,2022-12-12,2024-02-22,42,Male,High School,Rajasthan,24,2,0,Yes,Toyota,SUV,3,1170468,Third-Party,800.0,1000,Collision,Severe,3,No,1,777499.34,Approved,57,629177.18,0
POL02702,2018-11-20,2020-03-30,25,Male,High School,Telangana,7,1,0,Yes,Hyundai,Sedan,2,1540937,Comprehensive,988.46,1000,Flood,None,1,Yes,3,671543.36,Under Review,118,0.0,0
POL02703,2020-02-28,2021-01-14,22,Male,PhD,Tamil Nadu,4,1,1,No,Hyundai,Hatchback,8,990616,Comprehensive,800.0,1000,Vandalism,Fatal,4,Yes,4,452904.21,Pending,96,0.0,0
POL02704,2018-05-21,2019-08-27,22,Male,Bachelor,West Bengal,4,1,1,No,Toyota,Sedan,17,430225,Comprehensive,800.0,2500,Collision,Minor,1,Yes,3,127828.02,Rejected,118,0.0,0
POL02705,2019-04-15,2020-01-13,58,Male,Master,Delhi,40,0,1,Yes,Hyundai,Hatchback,11,588533,Comprehensive,828.47,1000,Collision,Moderate,1,Yes,3,68369.13,Pending,111,0.0,0
POL02706,2020-02-26,2020-07-27,52,Male,Bachelor,Karnataka,34,1,1,No,Mahindra,Sedan,8,1715819,Third-Party,915.48,5000,Natural Disaster,Minor,3,Yes,4,683348.02,Pending,65,0.0,0
POL02707,2021-09-19,2022-08-13,36,Male,Master,Telangana,18,0,1,No,Hyundai,Hatchback,17,1607145,Standard,865.07,5000,Collision,Moderate,2,Yes,2,405643.05,Pending,57,0.0,0
POL02708,2020-08-21,2021-06-29,40,Female,PhD,Rajasthan,22,2,0,Yes,Kia,Sedan,12,1399819,Standard,1294.75,5000,Vandalism,Fatal,4,Yes,3,184626.8,Rejected,75,0.0,0
POL02709,2020-10-04,2020-12-04,26,Male,Bachelor,West Bengal,8,1,0,Yes,BMW,SUV,13,1921419,Standard,992.96,0,Hit & Run,Minor,1,No,4,465469.6,Under Review,61,0.0,0
POL02710,2019-01-08,2020-01-06,71,Female,Bachelor,Punjab,50,2,0,No,Kia,SUV,9,2115151,Comprehensive,1768.46,0,Theft,None,2,Yes,3,1348930.39,Approved,6,983467.94,0
POL02711,2022-05-07,2023-06-17,47,Male,Bachelor,Telangana,29,3,0,No,Tata,Truck,2,2062122,Third-Party,1290.06,2500,Natural Disaster,Minor,1,Yes,1,608958.51,Rejected,25,0.0,0
POL02712,2019-05-09,2019-10-31,67,Male,PhD,Maharashtra,49,0,2,Yes,Toyota,Hatchback,6,830470,Standard,1489.78,5000,Vandalism,Severe,3,Yes,4,726966.21,Under Review,61,0.0,0
POL02713,2022-04-12,2022-10-14,33,Male,Bachelor,Maharashtra,15,0,0,Yes,BMW,Van,17,779471,Basic,800.0,0,Collision,None,3,No,0,591221.68,Rejected,116,0.0,1
POL02714,2022-08-20,2023-11-05,50,Male,Bachelor,Gujarat,32,0,0,Yes,Mahindra,Van,15,881512,Standard,1054.05,1000,Theft,Fatal,1,Yes,5,516557.43,Pending,117,0.0,0
POL02715,2020-01-21,2020-03-06,19,Female,Bachelor,Telangana,1,0,1,Yes,Toyota,Hatchback,16,2671413,Third-Party,800.0,1000,Collision,Minor,2,Yes,3,648501.61,Approved,33,546577.18,0
POL02716,2021-03-25,2022-04-13,31,Male,High School,UP,13,0,0,No,Tata,Truck,5,1802600,Standard,800.0,1000,Fire,Moderate,1,No,3,726521.79,Approved,50,468236.14,0
POL02717,2018-10-18,2019-01-02,63,Female,High School,UP,45,3,2,No,Honda,Hatchback,11,2476169,Standard,1132.48,2500,Vandalism,None,4,Yes,1,678549.74,Approved,27,670757.56,0
POL02718,2022-07-30,2023-05-06,18,Female,Bachelor,Karnataka,0,1,0,Yes,Tata,Hatchback,18,726141,Standard,800.0,1000,Collision,None,1,Yes,1,263963.4,Approved,53,233812.6,0
POL02719,2021-03-13,2021-10-15,43,Male,Master,Delhi,25,1,1,No,BMW,Hatchback,2,283435,Third-Party,800.0,1000,Flood,Fatal,4,No,0,269263.25,Under Review,68,0.0,1
POL02720,2018-04-16,2018-06-15,42,Female,Bachelor,Tamil Nadu,24,0,1,No,Tata,SUV,2,2713792,Comprehensive,1490.76,2500,Theft,None,1,Yes,4,2450958.2,Rejected,42,0.0,1
POL02721,2021-12-14,2022-09-29,33,Male,Bachelor,Karnataka,15,0,0,No,Toyota,SUV,17,1231795,Comprehensive,1224.7,2500,Hit & Run,Minor,4,Yes,5,474076.84,Approved,5,370319.16,0
POL02722,2019-11-01,2021-01-24,32,Male,Bachelor,Punjab,14,0,1,No,Hyundai,Hatchback,10,1207778,Basic,800.0,5000,Flood,None,2,Yes,0,525020.16,Rejected,97,0.0,0
POL02723,2022-08-09,2022-09-24,43,Female,Bachelor,Telangana,25,0,1,No,Kia,Hatchback,5,138509,Comprehensive,1293.99,1000,Vandalism,Minor,1,Yes,0,37783.24,Approved,43,29178.04,0
POL02724,2018-01-02,2018-03-11,64,Male,Master,Gujarat,46,0,1,No,Mahindra,SUV,18,1927783,Standard,1122.08,1000,Flood,None,1,Yes,2,421822.18,Approved,14,306971.57,0
POL02725,2019-08-12,2020-07-10,61,Male,Bachelor,UP,43,0,0,Yes,Ford,Sedan,4,2577286,Standard,909.06,10000,Collision,Minor,4,No,5,577109.69,Rejected,20,0.0,0
POL02726,2019-10-06,2021-01-07,33,Male,High School,Telangana,15,3,1,No,BMW,SUV,12,998120,Standard,1181.5,5000,Theft,None,3,Yes,0,948214.0,Rejected,48,0.0,1
POL02727,2018-03-31,2019-07-05,31,Male,High School,Gujarat,13,0,1,Yes,Volkswagen,Convertible,4,1338775,Comprehensive,1402.4,2500,Collision,Moderate,2,No,3,268528.69,Under Review,21,0.0,0
POL02728,2021-09-30,2021-12-07,46,Male,Master,Rajasthan,28,1,0,Yes,Mahindra,Sedan,2,450114,Comprehensive,1537.67,5000,Theft,None,3,Yes,0,427608.3,Rejected,112,0.0,1
POL02729,2018-12-16,2019-05-26,41,Male,PhD,Tamil Nadu,23,1,1,Yes,Maruti,Hatchback,18,166862,Standard,1236.05,2500,Natural Disaster,Moderate,3,No,5,61549.74,Approved,45,39710.31,0
POL02730,2022-01-22,2022-03-22,64,Male,Bachelor,West Bengal,46,0,0,No,BMW,Convertible,16,86819,Standard,897.9,10000,Flood,Minor,1,Yes,1,39148.3,Pending,119,0.0,0
POL02731,2021-07-10,2022-01-13,72,Male,High School,Maharashtra,50,1,2,No,Ford,SUV,2,643216,Comprehensive,1712.43,2500,Natural Disaster,Severe,1,No,1,397692.69,Approved,52,395831.9,0
POL02732,2021-10-06,2022-08-09,32,Female,Bachelor,Maharashtra,14,0,0,Yes,Honda,Coupe,14,819789,Comprehensive,800.0,2500,Fire,Moderate,1,No,5,235406.17,Pending,63,0.0,0
POL02733,2021-02-05,2021-09-25,36,Male,Master,Gujarat,18,1,1,Yes,Volkswagen,Coupe,16,1720211,Standard,800.0,2500,Collision,Severe,3,Yes,3,1365505.01,Rejected,86,0.0,0
POL02734,2022-05-29,2022-09-01,25,Female,Bachelor,Punjab,7,0,0,Yes,Kia,SUV,12,2412763,Basic,800.0,2500,Hit & Run,Minor,2,Yes,2,1291899.17,Approved,8,887074.83,0
POL02735,2020-11-28,2021-04-14,51,Female,PhD,Telangana,33,0,1,Yes,Ford,Sedan,13,209896,Comprehensive,1043.95,2500,Natural Disaster,Severe,4,Yes,0,199401.2,Approved,14,198419.56,1
POL02736,2020-06-27,2021-04-20,19,Female,Master,Karnataka,1,1,1,Yes,Mahindra,Sedan,15,2451428,Basic,800.0,0,Vandalism,None,4,No,4,1126298.17,Rejected,84,0.0,0
POL02737,2018-06-08,2019-02-14,44,Female,Master,Delhi,26,0,0,Yes,Toyota,SUV,10,1204450,Third-Party,1214.97,2500,Hit & Run,None,4,No,1,95328.59,Rejected,100,0.0,0
POL02738,2022-05-26,2023-04-12,27,Male,Bachelor,West Bengal,9,0,0,Yes,Tata,Van,16,1603221,Comprehensive,810.09,5000,Flood,Minor,2,Yes,3,113874.24,Approved,43,96694.56,0
POL02739,2020-08-16,2020-10-02,52,Male,Bachelor,Gujarat,34,0,0,Yes,Toyota,Sedan,4,1371651,Comprehensive,1141.0,0,Natural Disaster,Moderate,3,No,4,415348.63,Approved,35,297614.37,0
POL02740,2018-11-08,2019-03-07,40,Male,Master,Delhi,22,1,0,No,Honda,Van,14,673925,Comprehensive,847.52,5000,Flood,None,3,No,5,497866.06,Approved,54,374667.38,1
POL02741,2021-06-18,2022-01-14,66,Female,Bachelor,Rajasthan,48,2,0,No,Toyota,Sedan,17,2430064,Comprehensive,1345.54,10000,Fire,Fatal,2,Yes,0,739252.51,Approved,56,662746.57,0
POL02742,2019-03-21,2019-12-30,25,Female,Bachelor,Rajasthan,7,0,0,Yes,BMW,Convertible,15,2075672,Standard,800.0,1000,Vandalism,None,1,Yes,0,900999.39,Rejected,50,0.0,0
POL02743,2018-10-25,2020-02-21,45,Male,High School,Gujarat,27,0,1,Yes,Honda,SUV,13,792918,Standard,1217.79,2500,Fire,Moderate,2,No,0,175118.75,Rejected,97,0.0,1
POL02744,2020-08-09,2021-05-18,40,Male,Bachelor,Gujarat,22,0,0,No,Toyota,Hatchback,13,2709176,Comprehensive,1158.85,1000,Collision,Severe,3,No,4,1809530.85,Approved,8,1647021.59,0
POL02745,2018-02-05,2018-11-18,21,Non-Binary,Bachelor,Rajasthan,3,3,0,No,Toyota,Sedan,12,781802,Comprehensive,1036.35,1000,Collision,Fatal,4,Yes,0,555046.22,Rejected,32,0.0,1
POL02746,2021-01-12,2022-02-28,31,Male,Bachelor,Karnataka,13,0,0,No,Honda,SUV,0,1541111,Standard,800.0,2500,Natural Disaster,Moderate,4,Yes,2,1186446.14,Approved,46,796259.92,0
POL02747,2022-01-15,2023-05-01,70,Male,High School,Rajasthan,50,0,0,No,Maruti,Sedan,5,1087201,Comprehensive,1497.16,1000,Flood,Minor,4,Yes,4,365638.84,Pending,74,0.0,0
POL02748,2022-12-04,2023-12-14,59,Male,Bachelor,Karnataka,41,1,0,Yes,Honda,Sedan,10,2501106,Standard,1041.86,1000,Theft,None,1,No,1,2376050.7,Rejected,97,0.0,1
POL02749,2021-11-09,2022-03-05,46,Female,High School,Delhi,28,0,0,Yes,Honda,Sedan,10,1212576,Basic,800.0,5000,Natural Disaster,None,1,No,5,909894.55,Rejected,86,0.0,1
POL02750,2021-04-10,2021-08-07,18,Male,Bachelor,Karnataka,0,1,1,No,Tata,Hatchback,15,2844790,Standard,895.32,2500,Theft,Fatal,2,No,2,2393522.45,Rejected,27,0.0,1
POL02751,2021-10-31,2022-07-24,21,Male,Bachelor,Maharashtra,3,0,1,Yes,Hyundai,SUV,2,834763,Standard,1177.56,2500,Collision,None,4,Yes,3,609593.83,Approved,43,366687.75,0
POL02752,2022-09-05,2023-10-29,49,Female,Master,Maharashtra,31,1,1,Yes,Tata,Hatchback,16,2116788,Comprehensive,800.0,1000,Fire,None,1,Yes,0,829837.02,Approved,45,706195.9,0
POL02753,2021-10-17,2022-01-24,50,Male,Master,Telangana,32,1,2,Yes,Tata,Hatchback,13,2948732,Basic,800.0,5000,Natural Disaster,Minor,3,No,3,2004373.45,Approved,15,1902457.27,0
POL02754,2019-07-13,2019-09-24,66,Female,Master,Tamil Nadu,48,1,0,No,Honda,Truck,1,2239258,Standard,1420.91,2500,Hit & Run,None,2,Yes,1,752044.7,Approved,15,501612.56,0
POL02755,2020-06-09,2021-01-24,43,Male,Master,Gujarat,25,0,2,No,Mahindra,Coupe,8,1145884,Comprehensive,1646.56,5000,Natural Disaster,None,3,Yes,3,289284.5,Approved,52,281374.09,0
POL02756,2018-05-21,2018-11-18,34,Male,Bachelor,Punjab,16,1,1,Yes,Kia,Truck,7,2890891,Third-Party,800.0,2500,Natural Disaster,None,3,No,1,1848458.16,Approved,12,1817016.34,0
POL02757,2020-06-05,2020-09-28,56,Female,High School,UP,38,1,2,No,Tata,SUV,10,1004971,Standard,1160.22,2500,Collision,None,4,Yes,3,819152.75,Pending,80,0.0,1
POL02758,2021-02-15,2021-04-04,40,Female,Bachelor,Karnataka,22,2,0,Yes,Kia,SUV,6,1531189,Comprehensive,1465.99,5000,Collision,Fatal,3,Yes,1,1064127.26,Pending,48,0.0,0
POL02759,2021-07-24,2021-12-01,49,Male,Bachelor,Punjab,31,0,1,No,Tata,SUV,1,1489669,Standard,1805.21,2500,Fire,None,4,Yes,4,1236804.98,Approved,38,834412.77,1
POL02760,2019-12-27,2021-03-02,69,Male,Bachelor,Telangana,50,2,1,No,BMW,Hatchback,3,1541054,Standard,1160.61,1000,Vandalism,Minor,2,No,4,1201709.64,Approved,53,1194087.25,1
POL02761,2021-05-28,2021-09-29,32,Female,Bachelor,Tamil Nadu,14,1,1,Yes,Volkswagen,SUV,13,2054257,Standard,971.65,1000,Flood,None,3,Yes,5,802265.62,Pending,34,0.0,0
POL02762,2020-11-15,2021-08-25,30,Male,PhD,Punjab,12,0,0,Yes,Mahindra,Hatchback,12,1242347,Comprehensive,995.99,2500,Theft,Moderate,4,No,5,1058745.17,Rejected,92,0.0,1
POL02763,2019-06-05,2020-06-25,19,Female,High School,Punjab,1,2,0,No,Kia,Sedan,12,2682252,Comprehensive,806.02,2500,Fire,None,3,Yes,3,541427.17,Approved,6,433353.84,0
POL02764,2022-12-12,2023-02-09,36,Female,Bachelor,Maharashtra,18,0,2,Yes,Kia,Sedan,12,1013009,Standard,800.0,1000,Collision,Minor,1,No,2,409036.41,Approved,55,346532.1,0
POL02765,2018-01-10,2018-10-15,41,Male,PhD,West Bengal,23,2,0,No,BMW,Truck,4,917192,Basic,1210.48,1000,Collision,Severe,1,No,2,662142.87,Under Review,93,0.0,1
POL02766,2020-09-10,2021-12-09,62,Female,Master,Tamil Nadu,44,0,0,No,Mahindra,Sedan,11,874941,Basic,800.0,2500,Hit & Run,None,3,No,4,404606.11,Approved,59,339386.42,0
POL02767,2019-01-13,2019-03-16,41,Male,High School,UP,23,0,0,No,Maruti,Sedan,5,2132212,Comprehensive,1082.78,2500,Flood,Moderate,1,Yes,0,1769973.03,Pending,78,0.0,1
POL02768,2022-07-15,2023-11-14,28,Female,Master,Delhi,10,1,0,No,Ford,SUV,13,1633847,Comprehensive,1429.04,2500,Collision,None,2,Yes,0,229987.78,Approved,18,193630.92,0
POL02769,2022-07-19,2023-04-03,39,Male,High School,Telangana,21,0,0,Yes,Volkswagen,SUV,7,1037260,Comprehensive,1121.19,1000,Theft,None,1,No,2,895645.59,Pending,37,0.0,1
POL02770,2019-11-13,2019-12-24,32,Female,Master,Gujarat,14,1,0,Yes,Maruti,SUV,7,2267674,Standard,1081.61,2500,Natural Disaster,Minor,2,No,3,1082347.69,Rejected,48,0.0,0
POL02771,2019-08-07,2020-01-01,27,Female,Bachelor,Gujarat,9,0,1,No,Tata,SUV,6,2338556,Standard,800.0,2500,Collision,Minor,4,Yes,2,395233.92,Pending,61,0.0,0
POL02772,2018-06-01,2019-06-15,58,Female,Bachelor,Delhi,40,0,0,No,Honda,Sedan,16,1182803,Standard,824.23,5000,Hit & Run,Minor,2,No,5,811774.63,Approved,13,665700.62,0
